,StochAstic_k,StochAstic_d,StochAstic_smooth_k,StochAstic_mamod,StochAstic_column_div,corr_low,corr_high,Divergence_diff_extereme,Divergence_num_exteremes_min,Divergence_num_exteremes_max,frequency,score
2959,246.0,118.0,41.0,sma,StochAstic_d,-0.0936215577263355,-0.0947318578588801,6.0,497.0,210.0,20T,-0.0801247406951319
2960,444.0,133.0,17.0,sma,StochAstic_d,-0.1165428625657166,-0.1161920390385249,1.0,188.0,283.0,20T,-0.0801337039060222
2961,326.0,273.0,47.0,sma,StochAstic_k,-0.0678703208401732,-0.0702117242224412,4.0,361.0,87.0,20T,-0.0801378645187069
2962,115.0,81.0,19.0,wma,StochAstic_d,-0.0949848981706309,-0.0934436158067869,3.0,457.0,241.0,20T,-0.0801451778030963
2963,445.0,250.0,46.0,ema,StochAstic_k,-0.0940429640836639,-0.097870109513557,5.0,472.0,261.0,20T,-0.0801779233132142
2964,579.0,266.0,22.0,sma,StochAstic_d,-0.1308901818199488,-0.1313957692213429,2.0,341.0,213.0,20T,-0.0802053310652371
2965,421.0,389.0,22.0,ema,StochAstic_k,-0.1397499340137056,-0.1421798255332816,6.0,425.0,484.0,20T,-0.0802393950017446
42,349.0,72.0,37.0,ema,StochAstic_k,-0.11988686481330148,-0.11976571215566036,6.0,381.0,445.0,20T,-0.08025440298194594
2966,794.0,263.0,5.0,wma,StochAstic_k,-0.0760454988458349,-0.0774280405157195,6.0,436.0,108.0,20T,-0.0803189738484192
2967,802.0,386.0,15.0,wma,StochAstic_d,-0.1368979165797707,-0.1354553715355205,6.0,61.0,182.0,20T,-0.0803742686131186
2968,437.0,408.0,46.0,wma,StochAstic_k,-0.0927074972016521,-0.0965940849678975,4.0,72.0,224.0,20T,-0.080383046349172
2969,349.0,41.0,37.0,sma,StochAstic_d,-0.0894945505684097,-0.0908334282185406,6.0,12.0,202.0,20T,-0.0804280285931024
2970,426.0,148.0,38.0,sma,StochAstic_k,-0.0989561614258181,-0.1011826058803979,6.0,390.0,286.0,20T,-0.080448388331193
2971,594.0,279.0,34.0,ema,StochAstic_k,-0.1163837740062073,-0.1124437734633096,2.0,146.0,274.0,20T,-0.0805927446569253
36,441.0,81.0,12.0,wma,StochAstic_d,-0.11706773857197532,-0.11774015070940048,2.0,356.0,414.0,20T,-0.08060867905140276
2972,368.0,9.0,40.0,wma,StochAstic_k,-0.0798676954590892,-0.0819957533888546,2.0,166.0,125.0,20T,-0.0806153047863728
2973,874.0,811.0,4.0,wma,StochAstic_k,-0.1644865397455204,-0.1769793346515679,1.0,96.0,472.0,20T,-0.0806198172295107
2974,221.0,113.0,35.0,wma,StochAstic_k,-0.0872902223725787,-0.088374650268501,2.0,24.0,216.0,20T,-0.0806493256229094
2975,516.0,155.0,43.0,ema,StochAstic_k,-0.1117392265006168,-0.1119310194629678,2.0,300.0,368.0,20T,-0.0806866720982073
2976,648.0,356.0,27.0,ema,StochAstic_d,-0.1374978380193129,-0.1364499774410006,1.0,480.0,199.0,20T,-0.0806880319924105
2977,506.0,335.0,19.0,ema,StochAstic_k,-0.1182727061355923,-0.1169703778884545,3.0,140.0,348.0,20T,-0.0807076448901445
2978,371.0,315.0,30.0,ema,StochAstic_k,-0.0898260454667045,-0.0916852821440608,4.0,43.0,149.0,20T,-0.0807781606907627
2979,567.0,228.0,40.0,wma,StochAstic_d,-0.1151051964235308,-0.120564866107448,1.0,211.0,152.0,20T,-0.0807916414280239
2980,599.0,293.0,43.0,sma,StochAstic_d,-0.1350489719102268,-0.1303256046251841,6.0,356.0,271.0,20T,-0.0808253192158687
2981,471.0,289.0,31.0,sma,StochAstic_d,-0.1253826555209545,-0.1240077075241302,6.0,195.0,229.0,20T,-0.080857756395417
